"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.468815698E1	-1.599207997E0	-1.390373230E1	1.686316967E0	1.409662736E1
1.469674224E1	-3.235728025E0	-1.569264603E1	8.902840018E-1	1.604748207E1
1.470532724E1	-5.651161194E0	-1.541213322E1	5.852220058E-1	1.642595379E1
1.471391241E1	-8.579878807E0	-1.456393242E1	-8.731489778E-1	1.692586296E1
1.472249741E1	-1.006171036E1	-1.374663544E1	-1.393468022E0	1.709238878E1
1.473108262E1	-1.077892876E1	-1.192362309E1	-1.772660971E0	1.617097460E1
1.473966777E1	-1.024419022E1	-1.038179970E1	-1.494410992E0	1.466146181E1
1.474825279E1	-1.157327843E1	-9.953952789E0	-5.542774200E0	1.624020614E1
1.475683802E1	-1.325640297E1	-8.327358246E0	-9.692173958E0	1.841236951E1
1.476542294E1	-9.978116035E0	-5.389018059E0	-6.884549141E0	1.326654937E1
1.477400817E1	-1.116771793E1	-3.483275890E0	-6.892992973E0	1.357808848E1
1.478259330E1	-1.172662258E1	-1.765486956E0	-8.593013763E0	1.464481160E1
1.479117830E1	-1.226035500E1	-7.159720063E-1	-9.369548798E0	1.544724458E1
1.479976357E1	-1.454323101E1	-2.559669912E-1	-1.212295532E1	1.893507679E1
1.480834872E1	-1.598349476E1	2.756899968E-2	-1.311886978E1	2.067794983E1
1.481693395E1	-1.399066639E1	-1.667301059E0	-1.146553326E1	1.816527158E1
1.482551895E1	-1.254138279E1	-5.531167030E0	-1.167932320E1	1.800796161E1
1.483410417E1	-1.062449646E1	-9.065460205E0	-1.179921055E1	1.828343139E1
1.484268933E1	-9.057749748E0	-1.159846687E1	-1.142181301E1	1.862860909E1
1.485127433E1	-6.661447048E0	-1.269006348E1	-9.021438599E0	1.693513927E1
1.485985948E1	-6.536880016E0	-1.356997967E1	-8.095137596E0	1.709989477E1
1.486844450E1	-6.913883209E0	-1.521158981E1	-7.242238998E0	1.821110297E1
1.487702966E1	-7.520361900E0	-1.713222885E1	-6.058839798E0	1.966668880E1
1.488561485E1	-8.521019936E0	-1.878820038E1	-3.780175924E0	2.097364976E1
1.489419985E1	-9.400655746E0	-1.900094223E1	3.825922966E0	2.154172279E1
1.490278508E1	-9.550613403E0	-2.012519264E1	1.475494027E0	2.232520275E1
1.491137023E1	-9.219654083E0	-2.248776436E1	7.024856091E0	2.529921284E1
1.491995526E1	-1.020700359E1	-2.224209976E1	3.883533001E0	2.477853411E1
1.492854049E1	-9.343836784E0	-2.252319908E1	2.848449945E0	2.455026374E1
1.493712563E1	-1.097774601E1	-2.444524193E1	8.185650110E-1	2.680952833E1
1.494571063E1	-9.242597580E0	-3.051359558E1	-6.821489930E-1	3.188997417E1
1.495429579E1	-6.065358162E0	-3.230859756E1	-2.565989971E0	3.297299426E1
1.496288102E1	-2.207746983E0	-3.132240105E1	-6.398159862E-1	3.140662858E1
1.497146600E1	-3.832181931E0	-2.956576347E1	-4.736875057E0	3.018704976E1
1.498005115E1	-1.726286054E0	-2.687587357E1	7.715370059E-1	2.694230712E1
1.498863640E1	5.526990294E-1	-2.468548393E1	6.216241837E0	2.546213376E1
1.499722140E1	3.876573086E0	-2.355056381E1	9.004092216E0	2.550942084E1
1.500580654E1	7.171611786E0	-2.367020416E1	5.767114162E0	2.539626324E1
1.501439154E1	1.046867275E1	-2.566286278E1	-1.325867057E0	2.774767663E1
1.502297675E1	9.859104156E0	-2.498679733E1	-1.161831021E0	2.688664775E1
1.503156190E1	7.920361996E0	-2.824099922E1	1.335277271E1	3.222704936E1
1.504014690E1	9.947848320E0	-1.281974411E1	3.039150238E1	3.445212537E1
1.504873210E1	7.342481136E0	-9.527840614E0	2.065000916E1	2.389800523E1
1.505731726E1	1.183646774E1	-1.327532101E1	1.499796391E1	2.326531835E1
1.506590224E1	1.016773605E1	-1.262753487E1	1.282351017E1	2.067075002E1
1.507448748E1	6.931694031E0	-1.242945290E1	1.099178791E1	1.798218793E1
1.508307240E1	4.471502781E0	-1.350793552E1	8.983690262E0	1.682751764E1
1.509165762E1	1.972862959E0	-1.412365246E1	7.095142841E0	1.592830182E1
1.510024285E1	-1.481319964E-1	-1.485895061E1	5.989377975E0	1.602132969E1
1.510882796E1	-1.740373969E0	-1.575786495E1	4.859870911E0	1.658184413E1
1.511741296E1	-2.432944059E0	-1.743795967E1	1.967329979E0	1.771643422E1
1.512599812E1	-3.892206907E0	-1.839924240E1	1.019528031E0	1.883403390E1
1.513458335E1	-6.233003139E0	-1.902434921E1	7.167969942E-1	2.003222377E1
1.514316835E1	-7.958299160E0	-2.088383293E1	1.830636978E0	2.242365348E1
1.515175351E1	-9.189421654E0	-2.411707306E1	3.753572941E0	2.608003054E1
1.516033851E1	-1.172410774E1	-2.639231491E1	3.766767979E0	2.912383096E1
1.516892374E1	-1.414734936E1	-2.787379456E1	2.077573061E0	3.132749953E1
1.517750889E1	-1.710130882E1	-2.784570694E1	-3.212233067E0	3.283529503E1
1.518609389E1	-1.815820885E1	-2.741662598E1	-5.254983902E0	3.330175347E1
1.519467913E1	-2.156871033E1	-2.103466415E1	-6.551393032E0	3.083159276E1
1.520326428E1	-2.611117554E1	-9.316104889E0	1.337615013E0	2.775558524E1
1.521184930E1	-2.591504288E1	-4.182645798E0	1.360419559E1	2.956616497E1
1.522043452E1	-1.864179039E1	-1.515052319E1	1.023716354E1	2.611233845E1
1.522901974E1	-1.715177155E1	-1.875652695E1	4.794701099E0	2.586464245E1
1.523760474E1	-1.857985115E1	-1.610503006E1	1.129710004E-1	2.458852628E1
1.524618997E1	-1.896028519E1	-1.061646366E1	-7.353975773E0	2.294085166E1
1.525477512E1	-1.049401665E1	-1.046223354E1	-7.119788170E0	1.644001520E1
1.526336015E1	-1.489097786E1	-3.866383076E0	-5.745610237E0	1.642261175E1
1.527194531E1	-1.472406387E1	1.143810034E0	-3.313853979E0	1.513565283E1
1.528053052E1	-1.034076023E1	2.609000921E0	-2.103291988E0	1.087023666E1
1.528911553E1	-1.049574471E1	3.309318066E0	-9.821081161E0	1.475011451E1
1.529770068E1	-1.275746155E1	5.208543777E0	-1.128312397E1	1.780984671E1
1.530628591E1	-1.126541233E1	4.877840042E0	-1.020652294E1	1.596483476E1
1.531487093E1	-1.117469501E1	4.270356178E0	-1.425912380E1	1.861269358E1
1.532345616E1	-8.749942780E0	2.338505983E0	-1.707306480E1	1.932665648E1
1.533204131E1	-5.715100765E0	-1.019942045E0	-1.774794388E1	1.867330101E1
1.534062632E1	-4.315021992E0	-4.573929787E0	-1.703992844E1	1.816313325E1
1.534921146E1	-4.605734825E0	-7.136288166E0	-1.498118210E1	1.722135939E1
1.535779669E1	-6.148882866E0	-9.489055634E0	-1.251301670E1	1.686494958E1
1.536638173E1	-8.057145119E0	-1.139290047E1	-1.014028835E1	1.724938307E1
1.537496696E1	-1.024803734E1	-1.249350929E1	-8.321633339E0	1.817579779E1
1.538355214E1	-1.288032532E1	-1.301710701E1	-7.431303024E0	1.976289756E1
1.539213714E1	-1.525531960E1	-1.341608620E1	-5.057592869E0	2.093550550E1
1.540072225E1	-1.670587730E1	-1.602567673E1	-3.930567980E0	2.348101394E1
1.540930748E1	-1.627696609E1	-1.894260025E1	-3.036806107E0	2.515917170E1
1.541789248E1	-1.600761795E1	-2.139081955E1	-4.438588142E0	2.708342774E1
1.542647763E1	-1.572432804E1	-2.466360283E1	-4.738914967E0	2.963115104E1
1.543506262E1	-1.597879601E1	-2.546097374E1	-2.158752918E0	3.013707550E1
1.544364785E1	-1.862711906E1	-2.502730179E1	7.701279163E0	3.213479579E1
1.545223301E1	-1.873502541E1	-2.201722336E1	7.079538822E0	2.976372240E1
1.546081801E1	-1.594301987E1	-2.190883636E1	1.120434570E1	2.932088600E1
1.546940314E1	-1.397044754E1	-2.001751328E1	1.103841877E1	2.679031413E1
1.547798837E1	-1.229374504E1	-1.780803490E1	1.076404572E1	2.416871851E1
1.548657335E1	-1.078452110E1	-1.507148457E1	1.036870956E1	2.123595254E1
1.549515851E1	-9.204687119E0	-1.249393654E1	9.864556313E0	1.838842534E1
1.550374366E1	-2.994039059E0	-1.210349846E1	7.928894043E0	1.477586903E1
1.551232866E1	-1.210204959E0	-1.228902721E1	-2.880974054E0	1.268009453E1
1.552091388E1	2.004637003E0	-1.278304195E1	-9.338595390E0	1.595725838E1
1.552949903E1	4.266095161E0	-1.283157063E1	-6.172143936E0	1.486418963E1
1.553808404E1	7.746672153E0	-1.377211475E1	1.835569024E0	1.590758900E1
1.554666919E1	7.023543835E0	-1.422477818E1	9.187778473E0	1.833275090E1
1.555525445E1	7.288568020E0	-1.358728981E1	1.353625488E1	2.051750142E1
1.556383945E1	7.428569794E0	-1.568111992E1	1.342257214E1	2.193733379E1
1.557242461E1	9.736185074E0	-1.569226360E1	1.516286373E1	2.389462018E1
1.558100984E1	1.097716713E1	-1.279926300E1	2.200561714E1	2.772303225E1
1.558959483E1	8.066593170E0	-1.312171936E1	2.008162308E1	2.530851694E1
1.559817999E1	5.095254898E0	-1.350601006E1	1.575393105E1	2.136727108E1
1.560676522E1	2.547086000E0	-1.526015472E1	1.265181160E1	1.998570254E1
1.561535022E1	3.190270066E-1	-1.641190147E1	1.180247688E1	2.021758514E1
1.562393542E1	-3.123657942E0	-1.705936813E1	1.049425697E1	2.027088329E1
1.563252065E1	-6.852932930E0	-1.769209480E1	7.603505135E0	2.043981895E1
1.564110563E1	-1.059566116E1	-1.810029411E1	6.462502956E0	2.194658577E1
1.564969075E1	-1.269074535E1	-2.027641487E1	4.604442120E0	2.435957522E1
1.565827575E1	-1.441419506E1	-2.059486389E1	4.390510082E0	2.551850342E1
1.566686102E1	-1.667558289E1	-1.886952019E1	5.158401966E0	2.570492108E1
1.567544621E1	-1.925777817E1	-1.238356590E1	6.862234116E0	2.390198698E1
1.568403143E1	-2.110927391E1	-4.834393978E0	9.337542534E0	2.358309799E1
1.569261646E1	-1.566122246E1	-6.187022209E0	1.205578327E1	2.070978134E1
1.570120161E1	-1.402091503E1	-1.190149879E1	5.612298012E0	1.922835461E1
1.570978680E1	-8.854890823E0	-1.464122963E1	-1.457551003E0	1.717262797E1
1.571837173E1	-8.344038963E0	-1.197250271E1	-5.455102921E0	1.557953642E1
1.572695697E1	-8.093047142E0	-1.152089882E1	-3.513030052E0	1.451102690E1
1.573554197E1	-6.574595928E0	-1.193467236E1	-5.902966976E0	1.484946918E1
1.574412720E1	-5.158349991E0	-1.177867222E1	-7.632758141E0	1.495341736E1
1.575271235E1	-4.320627213E0	-1.097912598E1	-8.980501175E0	1.482762382E1
1.576129739E1	-4.267715931E0	-1.023070717E1	-1.071942139E1	1.542033603E1
1.576988255E1	-3.067075014E0	-8.699672699E0	-1.094963455E1	1.431732346E1
1.577846778E1	-3.227530003E0	-3.725714922E0	-1.436249018E0	5.134268481E0
1.578705278E1	-5.816267014E0	-6.636919975E-1	-5.991429806E0	8.376555387E0
1.579563789E1	-1.160953999E1	2.931741953E0	-1.241565990E1	1.724891708E1
1.580422312E1	-1.210969353E1	5.536262989E0	-1.241697216E1	1.820648464E1
1.581280809E1	-1.260212898E1	4.787996769E0	-1.453558445E1	1.982477700E1
1.582139324E1	-1.103204346E1	1.527712941E0	-1.961450005E1	2.255589727E1
1.582997847E1	-7.667159081E0	-1.545873046E0	-2.087812042E1	2.229508834E1
1.583856348E1	-6.661214828E0	-3.786632061E0	-2.033467865E1	2.173038244E1
1.584714866E1	-6.472010136E0	-5.935596943E0	-1.756594276E1	1.963875178E1
1.585573389E1	-6.191991806E0	-9.165502548E0	-1.466032791E1	1.836497792E1
1.586431886E1	-7.773908138E0	-1.229101372E1	-1.359912968E1	1.991077582E1
1.587290402E1	-9.523789406E0	-1.512993431E1	-1.076937294E1	2.087095758E1
1.588148923E1	-9.093886375E0	-1.555840111E1	-2.353489995E-1	1.802270800E1
1.589007423E1	-1.067278481E1	-1.667640114E1	-6.783840179E0	2.092919439E1
1.589865940E1	-9.138031960E0	-1.822500038E1	-6.748007774E0	2.147533180E1
1.590724463E1	-9.425775528E0	-1.888924980E1	-6.083378792E0	2.196944469E1
1.591582969E1	-9.817594528E0	-2.096720123E1	-7.827999115E0	2.443944066E1
1.592441492E1	-9.794965744E0	-2.372044754E1	-7.791203976E0	2.681984051E1
1.593300008E1	-9.928918839E0	-2.563735199E1	-7.818913937E0	2.858308348E1
1.594158508E1	-9.594024658E0	-2.812742615E1	-7.736680984E0	3.070917849E1
1.595017021E1	-9.178554535E0	-3.023178291E1	-7.444731236E0	3.245967629E1
1.595875521E1	-9.668027878E0	-2.871237946E1	9.564279914E-1	3.031148712E1
1.596734041E1	-1.124540138E1	-2.618828201E1	-7.124239802E-1	2.850951973E1
1.597592556E1	-1.220080757E1	-2.438289261E1	1.277480006E0	2.729500160E1
1.598451079E1	-1.526809692E1	-2.169945908E1	2.943958044E0	2.669547147E1
1.599309579E1	-1.748778152E1	-1.884177780E1	6.429080963E0	2.649845609E1
1.600168095E1	-1.711301422E1	-1.572043800E1	7.983216763E0	2.457069752E1
1.601026618E1	-1.499541855E1	-1.286236954E1	4.309598923E0	2.022067680E1
1.601885121E1	-9.876944542E0	-1.203282166E1	1.130233049E0	1.560833935E1
1.602743637E1	-5.498195171E0	-1.299583340E1	7.676777840E0	1.606408273E1
1.603602134E1	-3.758014917E0	-1.164803028E1	5.542338848E0	1.343565426E1
1.604460657E1	-4.516707897E0	-9.388699532E0	-3.781706095E0	1.108375523E1
1.605319171E1	-1.756611943E0	-9.405957222E0	-1.188145542E1	1.525538265E1
1.606177671E1	1.307653427E1	-1.447729301E1	4.469550133E0	2.001411102E1
1.607036196E1	7.956101894E0	-1.080007744E1	-5.397682190E0	1.445946759E1
1.607894711E1	5.276893139E0	-1.036158085E1	-3.980202913E0	1.229023898E1
1.608753216E1	4.400428772E0	-1.225426388E1	1.590459943E-1	1.302136906E1
1.609611732E1	9.295398712E0	-2.202543259E1	1.184008694E1	2.667792677E1
1.610470256E1	7.054275990E0	-6.995281219E0	1.842009735E1	2.092837202E1
1.611328778E1	5.813055038E0	-5.774104118E0	2.029461861E1	2.188614703E1
1.612187280E1	4.707630157E0	-8.070859909E0	1.405667496E1	1.687870470E1
1.613045796E1	2.603032112E0	-7.672419071E0	1.026038933E1	1.307353738E1
1.613904297E1	5.285599828E-1	-8.284207344E0	6.459616184E0	1.051827496E1
1.614762820E1	-2.483922958E0	-8.781492233E0	3.353990078E0	9.722845702E0
1.615621335E1	-5.023857117E0	-8.943791389E0	1.370000958E0	1.034927279E1
1.616479835E1	-7.985948086E0	-9.106893539E0	9.230710268E-1	1.214754860E1
1.617338347E1	-1.066880035E1	-9.591057777E0	1.129816055E0	1.439055852E1
1.618196870E1	-1.299699688E1	-8.931089401E0	6.304380298E-1	1.578238695E1
1.619055367E1	-1.353618622E1	-9.624826431E0	3.311220109E-1	1.661250321E1
1.619913882E1	-1.076407623E1	-1.000941563E1	-1.146882057E1	1.864370091E1
1.620772404E1	-9.561575890E0	-8.171808243E0	6.129860878E0	1.399204695E1
1.621630904E1	-1.240990162E1	-7.232613087E0	7.932061195E0	1.640834986E1
1.622489427E1	-1.317720413E1	-6.691597939E0	2.608472109E0	1.500734215E1
1.623347943E1	-1.087422276E1	-6.754684925E0	-4.525138855E0	1.357760548E1
1.624206443E1	-8.606940269E0	-6.651788235E0	-7.614111900E0	1.327781637E1
1.625064957E1	-5.203042984E0	-7.777277946E0	-6.018616199E0	1.112571119E1
1.625923480E1	-3.732513905E0	-8.719383240E0	-3.297471046E0	1.004154467E1
1.626781979E1	-3.422048092E0	-8.647131920E0	-3.642827034E0	9.987667014E0
1.627640492E1	-2.700326920E0	-8.087743759E0	-4.240670204E0	9.522953763E0
1.628499014E1	-1.987336040E0	-6.950666904E0	-3.804429054E0	8.169146551E0
1.629357516E1	-7.461360097E-1	-5.804302216E0	-3.452318907E0	6.794494020E0
1.630216032E1	-2.179830074E-1	-4.968132973E0	-3.905092001E0	6.322942777E0
1.631074558E1	-2.609505892E0	-1.512297988E0	-5.871152878E0	6.600530457E0
1.631933058E1	-1.545701027E0	9.782500267E-1	-3.587163925E0	4.026649948E0
1.632791576E1	-1.984259009E0	4.986039996E-1	-5.442982197E0	5.814803948E0
1.633650076E1	-2.410204887E0	3.876500130E-1	-5.711349010E0	6.211188908E0
1.634508595E1	-3.911681890E0	1.432050943E0	-3.989922047E0	5.768145547E0
1.635367110E1	-4.100749016E0	-1.085729972E-1	-4.214813232E0	5.881545815E0
1.636225633E1	-2.535140038E0	-2.558444977E0	-5.843513966E0	6.864344920E0
1.637084133E1	-2.007065058E0	-3.166367054E0	-8.010626793E0	8.844452051E0
1.637942645E1	-2.461148024E0	-2.248579025E0	-1.017904091E1	1.071103315E1
1.638801168E1	-3.076785088E0	-6.168580055E-1	-1.088074493E1	1.132420993E1
1.639659669E1	-3.375909090E0	1.001307964E0	-9.725213051E0	1.034307250E1
1.640518185E1	-4.436961174E0	2.368077040E0	-9.794817924E0	1.101057998E1
1.641376712E1	-5.112674236E0	4.052966118E0	-1.012567043E1	1.204554581E1
1.642235212E1	-5.597105980E0	5.983528137E0	-1.194482517E1	1.448478694E1
1.643093727E1	-6.031084061E0	7.131874084E0	-1.254924774E1	1.564356806E1
1.643952227E1	-6.721152782E0	5.736723900E0	-1.412668514E1	1.666274674E1
1.644810752E1	-6.688500881E0	3.854393005E0	-1.392646599E1	1.592290314E1
1.645669268E1	-6.390998840E0	2.447161913E0	-1.682843018E1	1.816671489E1
1.646527793E1	-4.346642017E0	2.041764975E0	-1.885602188E1	1.945794599E1
1.647386293E1	-1.919325948E0	2.384969950E0	-1.864980507E1	1.889939478E1
1.648244807E1	4.353699982E-1	2.211601973E0	-1.827846527E1	1.841692219E1
1.649103330E1	2.550122023E0	1.141085982E0	-1.770298386E1	1.792207680E1
1.649961830E1	4.127154827E0	-2.201510072E-1	-1.711176491E1	1.760381696E1
1.650820345E1	5.703322887E0	-1.287788987E0	-1.771318626E1	1.865323725E1
1.651678875E1	7.148661137E0	-2.704333067E0	-1.816071892E1	1.970351453E1
1.652537375E1	7.960406780E0	-4.546081066E0	-1.877053833E1	2.088942408E1
1.653395891E1	8.649372101E0	-6.926646233E0	-1.865695381E1	2.169958505E1
1.654254391E1	9.388051033E0	-9.836572647E0	-1.871982574E1	2.313710309E1
1.655112910E1	9.546962738E0	-1.309204292E1	-1.845032692E1	2.455525705E1
1.655971432E1	8.441208839E0	-1.626039505E1	-1.818263054E1	2.581206127E1
1.656829931E1	6.290603161E0	-1.959107780E1	-1.789512825E1	2.726935336E1
1.657688454E1	3.887157917E0	-2.332801437E1	-1.676499367E1	2.898915770E1
1.658546968E1	1.446125984E0	-2.721283913E1	-1.550516319E1	3.135346838E1
1.659405491E1	-9.397180080E-1	-3.074666595E1	-1.425946045E1	3.390534987E1
1.660263988E1	-3.177222013E0	-3.362850952E1	-1.378868484E1	3.648423251E1
1.661122504E1	-5.122963905E0	-3.572744370E1	-1.420995808E1	3.878940449E1
1.661981003E1	-6.580379009E0	-3.676783752E1	-1.386565495E1	3.984258590E1
1.662839518E1	-8.062250137E0	-3.633814621E1	-1.304373264E1	3.944109162E1
1.663698039E1	-1.298983288E1	-3.262274933E1	-1.212324524E1	3.714771335E1
1.664556539E1	-2.573166656E1	-1.352972412E1	4.351719916E-1	2.907510058E1
1.665415063E1	-4.790152740E1	2.288906097E0	1.691366768E1	5.085142646E1
1.666273578E1	-2.385304070E1	-1.425482178E1	1.989144707E1	3.417363254E1
1.667132079E1	-1.617866898E1	-1.953007126E1	2.787220001E0	2.551355735E1
1.667990602E1	-1.267504787E1	-2.047540092E1	-2.500840902E0	2.421059865E1
1.668849114E1	-1.224594212E1	-1.765014839E1	5.420248985E0	2.215558475E1
1.669707614E1	-1.409215546E1	-1.042280006E1	9.109434128E0	1.975361731E1
1.670566139E1	-1.241197777E1	-8.136957169E0	8.804501534E0	1.725649186E1
1.671424655E1	-1.438461304E1	1.886937976E0	4.412287235E0	1.516396735E1
1.672283154E1	-1.027857780E1	-5.656530857E0	-3.652499914E-1	1.173792616E1
1.673141670E1	-2.822846889E0	-9.580762863E0	3.098500967E0	1.045754225E1
1.674000192E1	-1.792631984E0	-8.592752457E0	-9.034870267E-1	8.824126757E0
1.674858692E1	-2.215750933E0	-8.560985565E0	-3.959867954E0	9.689199155E0
1.675717218E1	-1.698210955E0	-9.156915665E0	-2.319046974E0	9.597447776E0
1.676575734E1	-1.355635047E0	-9.127831459E0	-1.051213980E0	9.287631795E0
1.677434257E1	-1.477257967E0	-8.869144440E0	-1.612109989E-1	8.992775054E0
1.678292757E1	-1.769636989E0	-8.439653397E0	3.801259995E-1	8.631561869E0
1.679151271E1	-2.134433031E0	-7.956883907E0	9.898539782E-1	8.297446401E0
1.680009771E1	-1.636790037E0	-7.883488178E0	1.885753989E0	8.269494277E0
1.680868296E1	-1.927340031E0	-8.532867432E0	2.038328886E0	8.982162927E0
1.681726811E1	-1.932492018E0	-1.052123547E1	4.887208939E0	1.176077091E1
1.682585309E1	-1.639407039E0	-1.174504662E1	9.601366997E0	1.525844106E1
1.683443832E1	-2.450800896E0	-1.039246941E1	8.450345993E0	1.361683490E1
1.684302346E1	-1.763386965E0	-9.061143875E0	4.436262131E0	1.024179104E1
1.685160846E1	-2.330549955E-1	-8.885896683E0	2.184530020E0	9.153449945E0
1.686019371E1	2.502377033E0	-9.201498032E0	1.590240955E0	9.667384503E0
1.686877887E1	4.063212872E0	-9.677990913E0	1.383085966E0	1.058707390E1
1.687736386E1	4.413066864E0	-1.056986809E1	1.897943974E0	1.161031704E1
1.688594901E1	2.980360985E0	-1.064072037E1	2.494092941E0	1.132819408E1
1.689453426E1	1.473827958E0	-9.676052094E0	5.605247974E0	1.127904951E1
1.690311926E1	1.027356029E0	-8.691853523E0	8.545568466E0	1.223235539E1
1.691170447E1	9.615659714E-1	-1.038007736E1	8.429859161E0	1.340645892E1
1.692028939E1	-1.496803999E0	-1.219743156E1	2.621469021E0	1.256542314E1
1.692887463E1	-3.581000090E0	-1.145367622E1	-6.651459932E-1	1.201884686E1
1.693745986E1	-5.796910763E0	-1.074892139E1	-5.002495766E0	1.319728947E1
1.694604503E1	-5.959307194E0	-7.309414864E0	-1.294348335E1	1.601482592E1
1.695463003E1	-5.346500874E0	-6.803595066E0	-7.283336163E0	1.131021499E1
1.696321515E1	-6.336104870E0	-7.970833778E0	1.624431014E0	1.031111983E1
1.697180038E1	-7.446891785E0	-6.908349991E0	6.038492203E0	1.181714369E1
1.698038534E1	-1.035061455E1	-3.859174967E0	6.376833916E0	1.275509560E1
1.698897057E1	-1.174629688E1	-2.485393047E0	5.359722137E0	1.314835695E1
1.699755570E1	-1.066284847E1	-6.373510838E0	2.736229897E0	1.272025676E1
1.700614070E1	-9.443269730E0	-1.029085445E1	-3.337748051E0	1.436027822E1
1.701472587E1	-9.013683319E0	-9.925807953E0	-7.591057777E0	1.540754064E1
1.702331110E1	-9.076755524E0	-6.669367790E0	-1.252086163E1	1.684161315E1
1.703189610E1	-8.196163177E0	-4.564164162E0	-1.584846592E1	1.841690955E1
1.704048125E1	-7.713547230E0	-2.897072077E0	-1.894907761E1	2.066299542E1
1.704906644E1	-5.867510796E0	1.007560968E0	-2.134576035E1	2.216042298E1
1.705765145E1	-4.981153011E0	3.578934908E0	-1.861872482E1	1.960299912E1
1.706623664E1	-7.183475018E0	8.144145012E0	-6.300944805E0	1.255513109E1
1.707482179E1	-6.035468102E0	5.307756901E0	-1.131064892E1	1.387551576E1
1.708340679E1	-5.778400898E0	2.831149101E0	-1.167212296E1	1.332830734E1
1.709199202E1	-5.532324791E0	2.137677908E0	-1.317382336E1	1.444734945E1
1.710057717E1	-4.505043983E0	3.267357111E0	-1.454697323E1	1.557515566E1
1.710916217E1	-2.490498066E0	4.578451157E0	-1.362733746E1	1.459003502E1
1.711774740E1	-7.390959859E-1	5.416405201E0	-1.235077286E1	1.350649097E1
1.712633256E1	1.281242013E0	5.276451111E0	-1.032272720E1	1.166367071E1
1.713491776E1	1.985038996E0	3.856482983E0	-1.075009727E1	1.159212803E1
1.714350276E1	4.617873192E0	2.437642097E0	-1.036856747E1	1.160922233E1
1.715208795E1	5.605704784E0	1.670639962E-1	-1.096619225E1	1.231702922E1
1.716067318E1	5.939211845E0	-2.345036030E0	-1.402742195E1	1.541239754E1
1.716925814E1	6.845228195E0	-4.753551960E0	-1.526381397E1	1.739072805E1
1.717784330E1	6.929049969E0	-7.798040867E0	-1.693313026E1	1.988849103E1
1.718642854E1	6.080733776E0	-1.130391788E1	-1.664009666E1	2.101539197E1
1.719501354E1	4.175192833E0	-1.459881783E1	-1.530696487E1	2.156063289E1
1.720359866E1	1.903334975E0	-1.764902306E1	-1.398413467E1	2.259793622E1
1.721218366E1	1.672068954E0	-1.928889847E1	-9.670721054E0	2.164209473E1
1.722076889E1	-4.417760074E-1	-2.140698433E1	-8.216202736E0	2.293382069E1
1.722935405E1	-1.646538019E0	-2.370711517E1	-6.785343170E0	2.471394908E1
1.723793930E1	-1.946521997E0	-2.437857246E1	-4.091733932E0	2.479608900E1
1.724652430E1	-4.863040924E0	-2.020059204E1	-5.626860261E-1	2.078532418E1
1.725510948E1	-1.118036079E1	-1.703458405E1	-5.021299720E-1	2.038209154E1
1.726369448E1	-1.086588192E1	-1.788467026E1	2.478529930E0	2.107301428E1
1.727227969E1	-7.716256142E0	-1.715350151E1	4.525591850E0	1.934590924E1
1.728086484E1	-7.385873795E0	-1.749449539E1	5.201380253E-1	1.899681669E1
1.728945005E1	-7.442107201E0	-1.682016182E1	-2.008218050E0	1.850231723E1
1.729803505E1	-7.932347775E0	-1.603188324E1	-3.724343061E0	1.827058162E1
1.730662019E1	-8.053611755E0	-1.650598907E1	-3.486340046E0	1.869392694E1
1.731520542E1	-9.516161919E0	-1.814361572E1	7.718882084E0	2.189358970E1
1.732379042E1	-1.126725578E1	-1.335351753E1	8.412550926E0	1.939171206E1
1.733237557E1	-1.141806221E1	-8.573906898E0	8.970300108E-2	1.427907808E1
1.734096060E1	-8.714010239E0	-7.988207817E0	2.085867882E0	1.200401114E1
1.734954583E1	-5.490965843E0	-8.150345802E0	5.141133785E0	1.109099180E1
1.735813101E1	-3.502113104E0	-7.578207016E0	4.914381027E0	9.687371091E0
1.736671624E1	-1.614313006E0	-7.099415779E0	4.243543148E0	8.427061726E0
1.737530128E1	-2.434818983E0	-6.068791866E0	7.276282787E0	9.782784338E0
1.738388644E1	-3.020422935E0	-4.404125214E0	5.285553932E0	7.513744338E0
1.739247141E1	-2.830260992E0	-4.052413940E0	3.680984020E0	6.162960278E0
1.740105664E1	-2.445739031E0	-4.922516823E0	3.725390911E0	6.640131679E0
1.740964183E1	-2.310877085E0	-6.155667782E0	4.623155117E0	8.037783399E0
1.741822706E1	-2.499481916E0	-7.757393837E0	5.879238129E0	1.004937859E1
1.742681203E1	-3.560261965E0	-8.424222946E0	8.044472694E0	1.218016989E1
1.743539726E1	-3.921303034E0	-9.324945450E0	1.015523338E1	1.433387562E1
1.744398243E1	-3.351620913E0	-1.013935947E1	8.137578964E0	1.342610013E1
1.745256745E1	-3.228414059E0	-9.961273193E0	7.966798782E0	1.315748851E1
1.746115267E1	-3.986622095E0	-9.378552437E0	5.903171062E0	1.177700429E1
1.746973782E1	-4.180891037E0	-9.534333229E0	2.815340996E0	1.078468845E1
1.747832279E1	-3.849986076E0	-1.034286880E1	1.409520984E0	1.112582929E1
1.748690802E1	-3.990888119E0	-1.118083763E1	6.045989990E-1	1.188712993E1
1.749549317E1	-4.701871872E0	-1.169370079E1	1.660300046E-2	1.260359127E1
