"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
9.078386503E0	2.237125039E-1	-4.235000163E-2	-1.700036240E1	1.700188702E1
9.080534116E0	2.359499931E-1	-3.135000169E-2	-1.698441315E1	1.698608092E1
9.082679657E0	2.481874973E-1	-2.034999989E-2	-1.697107506E1	1.697290193E1
9.084827106E0	2.554749846E-1	-2.406249940E-2	-1.695759964E1	1.695954103E1
9.086972647E0	2.664749920E-1	-3.753750026E-2	-1.694288826E1	1.694502525E1
9.089120260E0	2.714250088E-1	-5.087500066E-2	-1.692707443E1	1.692932688E1
9.091265570E0	2.762374878E-1	-6.187500060E-2	-1.691359901E1	1.691596782E1
9.093413183E0	2.824249864E-1	-7.053750008E-2	-1.689778709E1	1.690029432E1
9.095558724E0	2.861374915E-1	-7.177499682E-2	-1.688431168E1	1.688688861E1
9.097706183E0	2.872374952E-1	-6.806249917E-2	-1.687083817E1	1.687342047E1
9.099851724E0	2.872374952E-1	-6.929999590E-2	-1.685612488E1	1.685871448E1
9.101999337E0	2.872374952E-1	-7.535000145E-2	-1.684155083E1	1.684416864E1
9.104144647E0	2.849000096E-1	-7.535000145E-2	-1.682931328E1	1.683189327E1
9.106292241E0	2.774749994E-1	-7.177499682E-2	-1.681583786E1	1.681828014E1
9.108437782E0	2.739000022E-1	-7.782500237E-2	-1.680249977E1	1.680491227E1
9.110585241E0	2.664749920E-1	-8.030000329E-2	-1.679026222E1	1.679256867E1
9.112730782E0	2.591874897E-1	-8.030000329E-2	-1.677678680E1	1.677898095E1
9.114878395E0	2.531374991E-1	-7.535000145E-2	-1.676454926E1	1.676662959E1
9.117023700E0	2.469500005E-1	-7.658749819E-2	-1.675107574E1	1.675307102E1
9.119171313E0	2.408999950E-1	-7.906249911E-2	-1.673883820E1	1.674075828E1
9.121316854E0	2.347124964E-1	-7.782500237E-2	-1.672673798E1	1.672856569E1
9.123464313E0	2.274249941E-1	-7.053750008E-2	-1.671326256E1	1.671495866E1
9.125609854E0	2.237125039E-1	-6.806249917E-2	-1.670226288E1	1.670389970E1
9.127757486E0	2.213750035E-1	-7.177499682E-2	-1.669002533E1	1.669164773E1
9.129902796E0	2.139499933E-1	-6.435000151E-2	-1.667654991E1	1.667804642E1
9.132050409E0	2.091374993E-1	-5.458749831E-2	-1.666431236E1	1.666571405E1
9.134195950E0	2.054249942E-1	-5.953750014E-2	-1.664973831E1	1.665111197E1
9.136343640E0	1.993750036E-1	-7.053750008E-2	-1.663750076E1	1.663884484E1
9.138488931E0	1.871374995E-1	-7.535000145E-2	-1.662278748E1	1.662401160E1
9.140636544E0	1.834249943E-1	-7.658749819E-2	-1.660944939E1	1.661063874E1
9.142781854E0	1.821874976E-1	-8.153750002E-2	-1.659597397E1	1.659717424E1
9.144929467E0	1.809500009E-1	-7.906249911E-2	-1.658497429E1	1.658614982E1
9.147075008E0	1.724250019E-1	-7.535000145E-2	-1.657026291E1	1.657133129E1
9.149222669E0	1.711875051E-1	-7.053750008E-2	-1.655692482E1	1.655796003E1
9.151367979E0	1.699499935E-1	-6.311249733E-2	-1.654468727E1	1.654568050E1
9.153515592E0	1.676124930E-1	-5.829999968E-2	-1.652873802E1	1.652969066E1
9.155660902E0	1.614249945E-1	-4.729999974E-2	-1.651650047E1	1.651735703E1
9.157808515E0	1.626625061E-1	-4.111250117E-2	-1.650068665E1	1.650153960E1
9.159954066E0	1.626625061E-1	-4.358749837E-2	-1.648844910E1	1.648930904E1
9.162101525E0	1.651374996E-1	-5.458749831E-2	-1.647497559E1	1.647589363E1
9.164247066E0	1.688500047E-1	-6.311249733E-2	-1.645916176E1	1.646014882E1
9.166394679E0	1.663749963E-1	-6.682500243E-2	-1.644568825E1	1.644666556E1
9.168539989E0	1.699499935E-1	-7.287500054E-2	-1.643221283E1	1.643325325E1
9.170687616E0	1.688500047E-1	-7.658749819E-2	-1.641639900E1	1.641744597E1
9.172833157E0	1.688500047E-1	-7.053750008E-2	-1.640416336E1	1.640518398E1
9.174980616E0	1.711875051E-1	-6.311249733E-2	-1.638821220E1	1.638922779E1
9.177126157E0	1.786125004E-1	-5.706249923E-2	-1.637487411E1	1.637594763E1
9.179273770E0	1.748999953E-1	-4.482499883E-2	-1.635892487E1	1.635992121E1
9.181419075E0	1.809500009E-1	-3.011249937E-2	-1.634435081E1	1.634538018E1
9.183566688E0	1.834249943E-1	-3.011249937E-2	-1.632716179E1	1.632821985E1
9.185712229E0	1.896124929E-1	-3.753750026E-2	-1.631258774E1	1.631373289E1
9.187859688E0	1.944250017E-1	-4.606249928E-2	-1.629911232E1	1.630033697E1
9.190005229E0	1.968999952E-1	-5.211250111E-2	-1.628192520E1	1.628319912E1
9.192152823E0	1.993750036E-1	-4.977500066E-2	-1.626487541E1	1.626617349E1
9.194298133E0	2.054249942E-1	-4.482499883E-2	-1.624906158E1	1.625042187E1
9.196445746E0	2.127124965E-1	-4.729999974E-2	-1.623311234E1	1.623457483E1
9.198591286E0	2.139499933E-1	-6.077500060E-2	-1.621482468E1	1.621635001E1
9.200738746E0	2.139499933E-1	-7.177499682E-2	-1.619887543E1	1.620044726E1
9.202884286E0	2.164250016E-1	-7.053750008E-2	-1.618553734E1	1.618713793E1
9.205031900E0	2.201374918E-1	-6.311249733E-2	-1.616835022E1	1.616997194E1
9.207177210E0	2.201374918E-1	-5.458749831E-2	-1.615253830E1	1.615413055E1
9.209324823E0	2.249500006E-1	-4.235000163E-2	-1.614030075E1	1.614192381E1
9.211470363E0	2.286625057E-1	-3.753750026E-2	-1.612806320E1	1.612972778E1
9.213617770E0	2.323749959E-1	-3.877500072E-2	-1.611582565E1	1.611754752E1
9.215763310E0	2.334749997E-1	-4.482499883E-2	-1.610235023E1	1.610410516E1
9.217910924E0	2.347124964E-1	-6.077500060E-2	-1.608901215E1	1.609083887E1
9.220056234E0	2.359499931E-1	-7.287500054E-2	-1.607801247E1	1.607990883E1
9.222203847E0	2.323749959E-1	-8.387500048E-2	-1.606329918E1	1.606519884E1
9.224349382E0	2.299000025E-1	-9.006249905E-2	-1.604982567E1	1.605172481E1
9.226496842E0	2.261874974E-1	-7.906249911E-2	-1.603882408E1	1.604061375E1
9.228642382E0	2.261874974E-1	-6.435000151E-2	-1.602425003E1	1.602597550E1
9.230789996E0	2.249500006E-1	-4.729999974E-2	-1.601201248E1	1.601366240E1
9.232935305E0	2.213750035E-1	-2.901249938E-2	-1.599853706E1	1.600009490E1
9.235082910E0	2.164250016E-1	-2.034999989E-2	-1.598753738E1	1.598901515E1
9.237228450E0	2.164250016E-1	-3.382499889E-2	-1.597529984E1	1.597680158E1
9.239375910E0	2.176624984E-1	-5.087500066E-2	-1.596306229E1	1.596462724E1
9.241521450E0	2.139499933E-1	-7.053750008E-2	-1.595096207E1	1.595255280E1
9.243669064E0	2.079000026E-1	-8.030000329E-2	-1.594106197E1	1.594261984E1
9.245814329E0	2.079000026E-1	-8.511249721E-2	-1.592648697E1	1.592807125E1
9.247961943E0	2.054249942E-1	-8.882500231E-2	-1.591425037E1	1.591582402E1
9.250107483E0	1.968999952E-1	-8.882500231E-2	-1.590077496E1	1.590224210E1
9.252255174E0	1.919499934E-1	-8.030000329E-2	-1.588853741E1	1.588989974E1
9.254400483E0	1.883749962E-1	-6.806249917E-2	-1.587396240E1	1.587522598E1
9.256548121E0	1.834249943E-1	-5.953750014E-2	-1.586172485E1	1.586289711E1
9.258693430E0	1.786125004E-1	-4.358749837E-2	-1.585196209E1	1.585302824E1
9.260841044E0	1.724250019E-1	-4.111250117E-2	-1.584096241E1	1.584195413E1
9.262986584E0	1.773750037E-1	-4.235000163E-2	-1.583119965E1	1.583224992E1
9.265134044E0	1.761374921E-1	-4.482499883E-2	-1.582019997E1	1.582124397E1
9.267279570E0	1.736624986E-1	-5.458749831E-2	-1.580796242E1	1.580901054E1
9.269427184E0	1.748999953E-1	-6.187500060E-2	-1.579572487E1	1.579681432E1
9.271572493E0	1.736624986E-1	-6.682500243E-2	-1.578224945E1	1.578334635E1
9.273720107E0	1.773750037E-1	-6.558749825E-2	-1.577015018E1	1.577128405E1
9.275865647E0	1.736624986E-1	-6.077500060E-2	-1.575914955E1	1.576022357E1
9.278013078E0	1.748999953E-1	-4.729999974E-2	-1.574691200E1	1.574795431E1
9.280158618E0	1.798499972E-1	-4.235000163E-2	-1.573343754E1	1.573452244E1
9.282306232E0	1.809500009E-1	-3.877500072E-2	-1.571996212E1	1.572105135E1
9.284451541E0	1.809500009E-1	-3.629999980E-2	-1.570662498E1	1.570770922E1
9.286599155E0	1.883749962E-1	-3.258749843E-2	-1.569191265E1	1.569307713E1
9.288744700E0	1.919499934E-1	-3.629999980E-2	-1.567843723E1	1.567965422E1
9.290892160E0	1.956624985E-1	-4.482499883E-2	-1.566619968E1	1.566748562E1
9.293037700E0	1.968999952E-1	-5.706249923E-2	-1.565038776E1	1.565173035E1
9.295185314E0	1.968999952E-1	-7.177499682E-2	-1.563691235E1	1.563831669E1
9.297330623E0	1.993750036E-1	-8.277499676E-2	-1.562343788E1	1.562492923E1
9.299478232E0	1.981374919E-1	-7.782500237E-2	-1.561009979E1	1.561155120E1
9.301623772E0	1.956624985E-1	-7.177499682E-2	-1.559414959E1	1.559554221E1
9.303771232E0	1.981374919E-1	-5.458749831E-2	-1.558067513E1	1.558203054E1
9.305916772E0	1.981374919E-1	-3.135000169E-2	-1.556610012E1	1.556739266E1
9.308064385E0	2.006125003E-1	-1.911249943E-2	-1.555262470E1	1.555393024E1
9.310209729E0	2.017125040E-1	-1.801249944E-2	-1.554038715E1	1.554170664E1
9.312357343E0	2.066625059E-1	-2.529999986E-2	-1.552938747E1	1.553078314E1
9.314502883E0	2.041874975E-1	-4.729999974E-2	-1.551481247E1	1.551622814E1
9.316650343E0	2.079000026E-1	-7.177499682E-2	-1.550010014E1	1.550166050E1
9.318795883E0	2.079000026E-1	-8.511249721E-2	-1.548786259E1	1.548949173E1
9.320943486E0	2.029500008E-1	-8.882500231E-2	-1.547562504E1	1.547721063E1
9.323088796E0	2.006125003E-1	-8.635000139E-2	-1.546214962E1	1.546369207E1
9.325236410E0	2.006125003E-1	-7.535000145E-2	-1.544757462E1	1.544906096E1
9.327381950E0	1.981374919E-1	-5.458749831E-2	-1.543410015E1	1.543546843E1
9.329529410E0	1.968999952E-1	-4.001250118E-2	-1.542062473E1	1.542193366E1
9.331674955E0	1.968999952E-1	-3.258749843E-2	-1.540728760E1	1.540858016E1
9.333822568E0	1.968999952E-1	-2.653750032E-2	-1.539505005E1	1.539633203E1
9.335967878E0	1.981374919E-1	-3.382499889E-2	-1.537909985E1	1.538041335E1
9.338115491E0	1.981374919E-1	-4.853750020E-2	-1.536576271E1	1.536711678E1
9.340261032E0	1.993750036E-1	-5.953750014E-2	-1.535105038E1	1.535246048E1
9.342408457E0	1.993750036E-1	-7.053750008E-2	-1.533633709E1	1.533779519E1
9.344553998E0	1.993750036E-1	-8.153750002E-2	-1.532176208E1	1.532327616E1
9.346701611E0	1.968999952E-1	-8.511249721E-2	-1.530828762E1	1.530979045E1
9.348846921E0	1.981374919E-1	-8.030000329E-2	-1.529357529E1	1.529506952E1
9.350994534E0	1.944250017E-1	-6.682500243E-2	-1.527776241E1	1.527914562E1
9.353140080E0	1.944250017E-1	-5.582499877E-2	-1.526428699E1	1.526562724E1
9.355287539E0	1.931875050E-1	-4.358749837E-2	-1.524957466E1	1.525086059E1
9.357433080E0	1.931875050E-1	-3.753750026E-2	-1.523499966E1	1.523627071E1
9.359580693E0	1.931875050E-1	-3.382499889E-2	-1.522028732E1	1.522155090E1
9.361726003E0	1.908500046E-1	-3.877500072E-2	-1.520571232E1	1.520695940E1
9.363873621E0	1.919499934E-1	-5.582499877E-2	-1.518852520E1	1.518984065E1
9.366019162E0	1.919499934E-1	-7.177499682E-2	-1.517271233E1	1.517409621E1
9.368166621E0	1.919499934E-1	-8.277499676E-2	-1.515799999E1	1.515944129E1
9.370312162E0	1.944250017E-1	-8.153750002E-2	-1.514218712E1	1.514365478E1
9.372459775E0	1.956624985E-1	-6.929999590E-2	-1.512747478E1	1.512889883E1
9.374605070E0	1.931875050E-1	-5.953750014E-2	-1.511152458E1	1.511287667E1
9.376752683E0	1.919499934E-1	-5.087500066E-2	-1.509942532E1	1.510073104E1
9.378898224E0	1.919499934E-1	-4.235000163E-2	-1.508471203E1	1.508599269E1
9.381045683E0	1.944250017E-1	-4.235000163E-2	-1.506999969E1	1.507131333E1
9.383191258E0	1.944250017E-1	-4.482499883E-2	-1.505666256E1	1.505798452E1
9.385338871E0	1.956624985E-1	-5.582499877E-2	-1.504318714E1	1.504456312E1
9.387484181E0	1.968999952E-1	-6.187500060E-2	-1.502971268E1	1.503112974E1
9.389631794E0	1.956624985E-1	-6.806249917E-2	-1.501513767E1	1.501656671E1
9.391777335E0	1.956624985E-1	-6.929999590E-2	-1.500166225E1	1.500309824E1
9.393924794E0	1.944250017E-1	-7.177499682E-2	-1.498571205E1	1.498714511E1
9.396070339E0	1.919499934E-1	-6.806249917E-2	-1.497237492E1	1.497375998E1
9.398217952E0	1.931875050E-1	-5.953750014E-2	-1.495766258E1	1.495902858E1
9.400363262E0	1.931875050E-1	-5.211250111E-2	-1.494418716E1	1.494552666E1
9.402510875E0	1.931875050E-1	-4.853750020E-2	-1.493071270E1	1.493204136E1
9.404656416E0	1.944250017E-1	-4.977500066E-2	-1.491737461E1	1.491872461E1
9.406803871E0	1.896124929E-1	-4.853750020E-2	-1.490390015E1	1.490518528E1
9.408949412E0	1.908500046E-1	-5.458749831E-2	-1.488794994E1	1.488927322E1
9.411097025E0	1.883749962E-1	-5.829999968E-2	-1.487337494E1	1.487468205E1
9.413242335E0	1.871374995E-1	-5.829999968E-2	-1.486237526E1	1.486366771E1
9.415389948E0	1.846625060E-1	-5.335000157E-2	-1.484766197E1	1.484890610E1
9.417535493E0	1.859000027E-1	-5.335000157E-2	-1.483542538E1	1.483668599E1
9.419682952E0	1.871374995E-1	-5.582499877E-2	-1.482208729E1	1.482337372E1
9.421828493E0	1.871374995E-1	-5.582499877E-2	-1.480737495E1	1.480866266E1
9.423976106E0	1.859000027E-1	-5.458749831E-2	-1.479637527E1	1.479764373E1
9.426121416E0	1.871374995E-1	-5.953750014E-2	-1.478056240E1	1.478186693E1
9.428269068E0	1.821874976E-1	-6.311249733E-2	-1.476708698E1	1.476834566E1
9.430414609E0	1.834249943E-1	-6.077500060E-2	-1.475608730E1	1.475735243E1
9.432562068E0	1.798499972E-1	-5.582499877E-2	-1.474384975E1	1.474505232E1
9.434707609E0	1.798499972E-1	-5.087500066E-2	-1.473161221E1	1.473279785E1
9.436855222E0	1.798499972E-1	-4.977500066E-2	-1.471937466E1	1.472055753E1
9.439000541E0	1.786125004E-1	-5.335000157E-2	-1.470837498E1	1.470955618E1
9.441148154E0	1.761374921E-1	-6.187500060E-2	-1.469379997E1	1.469498590E1
9.443293695E0	1.724250019E-1	-6.682500243E-2	-1.468280029E1	1.468396474E1
9.445441154E0	1.699499935E-1	-6.806249917E-2	-1.467179966E1	1.467294179E1
9.447586695E0	1.651374996E-1	-6.558749825E-2	-1.465956211E1	1.466063892E1
9.449734318E0	1.614249945E-1	-6.311249733E-2	-1.464732456E1	1.464835001E1
9.451879628E0	1.566125005E-1	-5.706249923E-2	-1.463385010E1	1.463479936E1
9.454027241E0	1.553750038E-1	-5.087500066E-2	-1.462161255E1	1.462252657E1
9.456172782E0	1.553750038E-1	-4.111250117E-2	-1.461075020E1	1.461163417E1
9.458320241E0	1.528999954E-1	-3.382499889E-2	-1.459727478E1	1.459811473E1
9.460465797E0	1.566125005E-1	-2.901249938E-2	-1.458380032E1	1.458467006E1
9.462613410E0	1.553750038E-1	-3.382499889E-2	-1.457156277E1	1.457243037E1
9.464758720E0	1.578499973E-1	-4.606249928E-2	-1.455932522E1	1.456025375E1
9.466906333E0	1.589500010E-1	-5.706249923E-2	-1.454708767E1	1.454806794E1
9.469051873E0	1.601874977E-1	-6.435000151E-2	-1.453498745E1	1.453601256E1
9.471199332E0	1.601874977E-1	-6.435000151E-2	-1.452274990E1	1.452377587E1
9.473344872E0	1.663749963E-1	-6.435000151E-2	-1.450927448E1	1.451037104E1
9.475492486E0	1.663749963E-1	-5.458749831E-2	-1.449580002E1	1.449685754E1
9.477637796E0	1.688500047E-1	-4.235000163E-2	-1.448356247E1	1.448460858E1
9.479785409E0	1.711875051E-1	-3.011249937E-2	-1.447146225E1	1.447250606E1
9.481930954E0	1.724250019E-1	-2.529999986E-2	-1.445798779E1	1.445903805E1
9.484078414E0	1.786125004E-1	-2.777500078E-2	-1.444575024E1	1.444688111E1
9.486223954E0	1.786125004E-1	-3.382499889E-2	-1.443351269E1	1.443465743E1
9.488371568E0	1.798499972E-1	-4.482499883E-2	-1.442003727E1	1.442122846E1
9.490516878E0	1.834249943E-1	-5.706249923E-2	-1.440793705E1	1.440921757E1
9.492664496E0	1.871374995E-1	-5.829999968E-2	-1.439322472E1	1.439455929E1
9.494810036E0	1.871374995E-1	-4.977500066E-2	-1.437975025E1	1.438105404E1
9.496957496E0	1.919499934E-1	-3.753750026E-2	-1.436627483E1	1.436760615E1
9.499103036E0	1.981374919E-1	-3.135000169E-2	-1.435169983E1	1.435310173E1
9.501250650E0	1.968999952E-1	-3.506249934E-2	-1.433822536E1	1.433962013E1
9.503395954E0	2.041874975E-1	-4.729999974E-2	-1.432474995E1	1.432628322E1
9.505543568E0	2.066625059E-1	-5.335000157E-2	-1.431017494E1	1.431176657E1
9.507689108E0	2.054249942E-1	-6.682500243E-2	-1.429669952E1	1.429833145E1
9.509836568E0	2.066625059E-1	-7.782500237E-2	-1.428198719E1	1.428369435E1
9.511982108E0	2.041874975E-1	-8.387500048E-2	-1.426865005E1	1.427035746E1
9.514129785E0	1.993750036E-1	-7.535000145E-2	-1.425517464E1	1.425676793E1
9.516275094E0	2.006125003E-1	-5.829999968E-2	-1.424417496E1	1.424570688E1
9.518422708E0	1.981374919E-1	-3.877500072E-2	-1.422946262E1	1.423089486E1
9.520568248E0	2.006125003E-1	-2.653750032E-2	-1.421722507E1	1.421866514E1
9.522715708E0	1.981374919E-1	-1.924999990E-2	-1.420512486E1	1.420651967E1
9.524861248E0	1.993750036E-1	-2.529999986E-2	-1.418917465E1	1.419059787E1
9.527008862E0	1.968999952E-1	-4.482499883E-2	-1.417693710E1	1.417837524E1
9.529154171E0	1.968999952E-1	-6.558749825E-2	-1.416359997E1	1.416512038E1
9.531301785E0	1.956624985E-1	-7.906249911E-2	-1.414888763E1	1.415046133E1
9.533447325E0	1.944250017E-1	-8.758749813E-2	-1.413665009E1	1.413825832E1
9.535594828E0	1.919499934E-1	-8.387500048E-2	-1.412193775E1	1.412349127E1
9.537740368E0	1.931875050E-1	-6.929999590E-2	-1.410859966E1	1.411009243E1
9.539887982E0	1.931875050E-1	-4.729999974E-2	-1.409512520E1	1.409652840E1
9.542033291E0	1.931875050E-1	-4.001250118E-2	-1.408041286E1	1.408179494E1
9.544180905E0	1.907124966E-1	-3.629999980E-2	-1.406459999E1	1.406593978E1
9.546326459E0	1.871374995E-1	-4.111250117E-2	-1.405112457E1	1.405243084E1
9.548473919E0	1.834249943E-1	-4.729999974E-2	-1.403765011E1	1.403892811E1
9.550619459E0	1.834249943E-1	-5.706249923E-2	-1.402554989E1	1.402686531E1
9.552767073E0	1.821874976E-1	-6.311249733E-2	-1.401207447E1	1.401340096E1
9.554912382E0	1.761374921E-1	-6.558749825E-2	-1.400107479E1	1.400233628E1
9.557059996E0	1.761374921E-1	-6.558749825E-2	-1.398883724E1	1.399009984E1
9.559205536E0	1.688500047E-1	-6.077500060E-2	-1.397536278E1	1.397651490E1
9.561352996E0	1.688500047E-1	-5.953750014E-2	-1.396312523E1	1.396427303E1
9.563498536E0	1.663749963E-1	-6.311249733E-2	-1.394978714E1	1.395092202E1
9.565646150E0	1.614249945E-1	-5.953750014E-2	-1.393507481E1	1.393613693E1
9.567791459E0	1.589500010E-1	-5.211250111E-2	-1.392036247E1	1.392136747E1
9.569939073E0	1.589500010E-1	-4.606249928E-2	-1.390702534E1	1.390800994E1
9.572084382E0	1.601874977E-1	-4.358749837E-2	-1.389231205E1	1.389330393E1
9.574232073E0	1.553750038E-1	-5.211250111E-2	-1.387883759E1	1.387980511E1
9.576377613E0	1.516624987E-1	-6.187500060E-2	-1.386660004E1	1.386756744E1
9.578525194E0	1.491875052E-1	-6.929999590E-2	-1.385326290E1	1.385423951E1
9.580670503E0	1.468500048E-1	-6.558749825E-2	-1.383978748E1	1.384072195E1
9.582818117E0	1.456124932E-1	-5.458749831E-2	-1.382631207E1	1.382718656E1
9.584963657E0	1.456124932E-1	-4.729999974E-2	-1.381407452E1	1.381492291E1
9.587111117E0	1.456124932E-1	-4.001250118E-2	-1.380073738E1	1.380156354E1
9.589256657E0	1.431374997E-1	-3.506249934E-2	-1.378726196E1	1.378804954E1
9.591404270E0	1.468500048E-1	-3.753750026E-2	-1.377378750E1	1.377462145E1
9.593549580E0	1.491875052E-1	-4.729999974E-2	-1.375921249E1	1.376010257E1
9.595697194E0	1.480875015E-1	-6.077500060E-2	-1.374821281E1	1.374914467E1
9.597842734E0	1.443749964E-1	-6.311249733E-2	-1.373473740E1	1.373564118E1
9.599990160E0	1.456124932E-1	-7.053750008E-2	-1.372002506E1	1.372097906E1
9.602135700E0	1.504250020E-1	-7.658749819E-2	-1.370421219E1	1.370525173E1
9.604283313E0	1.480875015E-1	-6.806249917E-2	-1.369073772E1	1.369170778E1
9.606428623E0	1.468500048E-1	-4.606249928E-2	-1.367478752E1	1.367565357E1
9.608576237E0	1.468500048E-1	-2.653750032E-2	-1.366021252E1	1.366102760E1
9.610721786E0	1.541374922E-1	-1.306249946E-2	-1.364550018E1	1.364637696E1
9.612869246E0	1.566125005E-1	-1.058750041E-2	-1.363092518E1	1.363182896E1
9.615014786E0	1.589500010E-1	-2.034999989E-2	-1.361621284E1	1.361715578E1
9.617162399E0	1.663749963E-1	-3.629999980E-2	-1.360026264E1	1.360132869E1
9.619307709E0	1.736624986E-1	-5.335000157E-2	-1.358568764E1	1.358690228E1
9.621455303E0	1.748999953E-1	-5.706249923E-2	-1.357097530E1	1.357222225E1
9.623600844E0	1.798499972E-1	-5.582499877E-2	-1.355640030E1	1.355770820E1
9.625748303E0	1.809500009E-1	-5.335000157E-2	-1.354045010E1	1.354176421E1
9.627893844E0	1.883749962E-1	-5.582499877E-2	-1.352463722E1	1.352606423E1
9.630041457E0	1.871374995E-1	-5.458749831E-2	-1.351116276E1	1.351256894E1
9.632186753E0	1.931875050E-1	-4.977500066E-2	-1.349644947E1	1.349792381E1
9.634334366E0	1.981374919E-1	-4.358749837E-2	-1.348297501E1	1.348450123E1
9.636479907E0	2.006125003E-1	-3.753750026E-2	-1.347087479E1	1.347242079E1
9.638627366E0	2.029500008E-1	-3.382499889E-2	-1.345740032E1	1.345897308E1
9.640772907E0	2.066625059E-1	-4.111250117E-2	-1.344516277E1	1.344681381E1
9.642920501E0	2.079000026E-1	-4.853750020E-2	-1.343292522E1	1.343462163E1
9.645065811E0	2.066625059E-1	-5.582499877E-2	-1.341944981E1	1.342115714E1
9.647213424E0	2.066625059E-1	-6.187500060E-2	-1.340968704E1	1.341142216E1
9.649358965E0	2.029500008E-1	-6.558749825E-2	-1.339634991E1	1.339804767E1
9.651506424E0	2.006125003E-1	-6.435000151E-2	-1.338411236E1	1.338577043E1
9.653651868E0	1.981374919E-1	-6.435000151E-2	-1.337063789E1	1.337226073E1
9.655799327E0	1.956624985E-1	-5.953750014E-2	-1.335840034E1	1.335996588E1
9.657944868E0	1.931875050E-1	-4.977500066E-2	-1.334616280E1	1.334765374E1
9.660092481E0	1.931875050E-1	-4.606249928E-2	-1.333640003E1	1.333787873E1
9.662238022E0	1.907124966E-1	-4.729999974E-2	-1.332306290E1	1.332451175E1
9.664385467E0	1.859000027E-1	-4.482499883E-2	-1.331206226E1	1.331343569E1
9.666531008E0	1.809500009E-1	-4.482499883E-2	-1.329858780E1	1.329989435E1
9.668678621E0	1.773750037E-1	-5.211250111E-2	-1.328758717E1	1.328887318E1
9.670823931E0	1.711875051E-1	-6.187500060E-2	-1.327658749E1	1.327783525E1
9.672971544E0	1.651374996E-1	-6.806249917E-2	-1.326558781E1	1.326679022E1
9.675117090E0	1.663749963E-1	-6.806249917E-2	-1.325458717E1	1.325580606E1
9.677264549E0	1.541374922E-1	-6.558749825E-2	-1.324358749E1	1.324464684E1
9.679410090E0	1.504250020E-1	-6.311249733E-2	-1.323134995E1	1.323235551E1
9.681557703E0	1.480875015E-1	-5.706249923E-2	-1.322035027E1	1.322130278E1
9.683703013E0	1.443749964E-1	-5.101250112E-2	-1.320687485E1	1.320776248E1
9.685850611E0	1.381874979E-1	-4.853750020E-2	-1.319353771E1	1.319435065E1
9.687996152E0	1.358499974E-1	-4.977500066E-2	-1.317758751E1	1.317838174E1
9.690143611E0	1.370874941E-1	-4.977500066E-2	-1.316534996E1	1.316615776E1
9.692289152E0	1.296624988E-1	-4.729999974E-2	-1.315201283E1	1.315273702E1
9.694436765E0	1.284250021E-1	-4.606249928E-2	-1.314101219E1	1.314172044E1
9.696582075E0	1.333750039E-1	-4.606249928E-2	-1.313001251E1	1.313077070E1
9.698729688E0	1.321374923E-1	-4.606249928E-2	-1.311777496E1	1.311852134E1
9.700875229E0	1.308999956E-1	-4.853750020E-2	-1.310677528E1	1.310751880E1
9.703022688E0	1.346125007E-1	-4.977500066E-2	-1.309453773E1	1.309532423E1
9.705168229E0	1.346125007E-1	-5.335000157E-2	-1.308353710E1	1.308433834E1
9.707315789E0	1.381874979E-1	-5.582499877E-2	-1.307129955E1	1.307214918E1
9.709461099E0	1.394249946E-1	-4.729999974E-2	-1.305906200E1	1.305989192E1
9.711608712E0	1.419000030E-1	-3.753750026E-2	-1.304572487E1	1.304655058E1
9.713754253E0	1.491875052E-1	-3.135000169E-2	-1.303225040E1	1.303314200E1
9.715901712E0	1.516624987E-1	-2.777500078E-2	-1.302001286E1	1.302092576E1
9.718047268E0	1.566125005E-1	-3.135000169E-2	-1.300653744E1	1.300751807E1
9.720194881E0	1.614249945E-1	-3.382499889E-2	-1.299320030E1	1.299424704E1
9.722340191E0	1.639000028E-1	-3.877500072E-2	-1.297972488E1	1.298081757E1
9.724487804E0	1.688500047E-1	-3.877500072E-2	-1.296624947E1	1.296740680E1
9.726633345E0	1.724250019E-1	-4.235000163E-2	-1.295277500E1	1.295399182E1
9.728780828E0	1.786125004E-1	-4.977500066E-2	-1.293943787E1	1.294076629E1
9.730926369E0	1.786125004E-1	-4.977500066E-2	-1.292596245E1	1.292729226E1
9.733073982E0	1.846625060E-1	-5.335000157E-2	-1.291372490E1	1.291515533E1
9.735219292E0	1.834249943E-1	-5.211250111E-2	-1.290024948E1	1.290165870E1
9.737366905E0	1.859000027E-1	-4.977500066E-2	-1.288567448E1	1.288711151E1
9.739512446E0	1.821874976E-1	-4.977500066E-2	-1.287343788E1	1.287482321E1
9.741659905E0	1.821874976E-1	-4.977500066E-2	-1.285996246E1	1.286134924E1
9.743805446E0	1.821874976E-1	-5.335000157E-2	-1.284772491E1	1.284912736E1
9.745952828E0	1.786125004E-1	-5.458749831E-2	-1.283424950E1	1.283560838E1
9.748098369E0	1.761374921E-1	-5.335000157E-2	-1.282215023E1	1.282347095E1
9.750245972E0	1.724250019E-1	-4.853750020E-2	-1.280867481E1	1.280992727E1
9.752391512E0	1.724250019E-1	-4.482499883E-2	-1.279767513E1	1.279891513E1
9.754538972E0	1.688500047E-1	-4.358749837E-2	-1.278543758E1	1.278662678E1
