"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
6.297112460E-1	9.899999946E-3	4.124999978E-4	9.624999948E-4	9.955227844E-3
6.318587060E-1	9.899999946E-3	-8.249999955E-4	9.624999948E-4	9.980833140E-3
6.340042460E-1	8.799999952E-3	-8.249999955E-4	-2.749999985E-4	8.842864307E-3
6.361518590E-1	7.562499959E-3	4.124999978E-4	9.624999948E-4	7.634655730E-3
6.382971690E-1	6.324999966E-3	-8.249999955E-4	9.624999948E-4	6.450787223E-3
6.404447830E-1	6.324999966E-3	4.124999978E-4	9.624999948E-4	6.411098740E-3
6.425903230E-1	3.849999979E-3	-8.249999955E-4	-2.749999985E-4	3.946992505E-3
6.447377830E-1	3.849999979E-3	4.124999978E-4	9.624999948E-4	3.989869964E-3
6.468833190E-1	1.374999993E-3	-8.249999955E-4	-2.749999985E-4	1.626921932E-3
6.490309320E-1	-9.624999948E-4	-8.249999955E-4	-2.749999985E-4	1.297172399E-3
6.511762420E-1	1.374999993E-4	-2.062499989E-3	-1.512499992E-3	2.561341188E-3
6.533238550E-1	-9.624999948E-4	-8.249999955E-4	-2.749999985E-4	1.297172399E-3
6.554693960E-1	-3.437499981E-3	4.124999978E-4	-2.749999985E-4	3.473065990E-3
6.576168450E-1	-5.912499968E-3	-8.249999955E-4	-2.749999985E-4	5.976111266E-3
6.597623860E-1	-5.912499968E-3	4.124999978E-4	-2.749999985E-4	5.933248446E-3
6.619099990E-1	-8.387500420E-3	4.124999978E-4	-2.749999985E-4	8.402139284E-3
6.640553090E-1	-7.149999961E-3	4.124999978E-4	-2.749999985E-4	7.167166853E-3
6.662029990E-1	-8.387500420E-3	4.124999978E-4	9.624999948E-4	8.452616505E-3
6.683484630E-1	-9.624999948E-3	1.512499992E-3	9.624999948E-4	9.790540662E-3
6.704959220E-1	-8.387500420E-3	4.124999978E-4	-2.749999985E-4	8.402139284E-3
6.726414630E-1	-9.624999948E-3	1.512499992E-3	-2.749999985E-4	9.746994676E-3
6.747890760E-1	-9.624999948E-3	1.512499992E-3	-2.749999985E-4	9.746994676E-3
6.769343860E-1	-8.387500420E-3	1.512499992E-3	-2.749999985E-4	8.527217865E-3
6.790821100E-1	-9.624999948E-3	4.124999978E-4	-2.749999985E-4	9.637759348E-3
6.812275740E-1	-9.624999948E-3	1.512499992E-3	-2.749999985E-4	9.746994676E-3
6.833750330E-1	-8.387500420E-3	4.124999978E-4	9.624999948E-4	8.452616505E-3
6.855204970E-1	-7.149999961E-3	4.124999978E-4	-1.512499992E-3	7.319857370E-3
6.876681870E-1	-9.624999948E-3	-1.306249946E-2	-2.749999985E-4	1.622791241E-2
6.898135110E-1	-1.086249948E-2	-4.853750020E-2	2.199999988E-3	4.978677355E-2
6.919612010E-1	-8.387500420E-3	-1.132999957E-1	9.624999948E-4	1.136141082E-1
6.941066650E-1	-1.691249944E-2	-1.963499933E-1	-2.749999985E-4	1.970772137E-1
6.962541240E-1	-2.543750033E-2	-2.928749919E-1	-2.749999985E-3	2.939904587E-1
6.983995880E-1	-3.767500073E-2	-3.906374872E-1	-6.324999966E-3	3.925010289E-1
7.005472440E-1	-5.472499877E-2	-4.663999975E-1	-1.374999993E-2	4.698008574E-1
7.026927850E-1	-6.943749636E-2	-5.249750018E-1	-2.708750032E-2	5.302396167E-1
7.048402440E-1	-9.019999951E-2	-5.310249925E-1	-4.179999977E-2	5.402507034E-1
7.069857080E-1	-1.134374961E-1	-4.687374830E-1	-5.279999971E-2	4.851502174E-1
7.091331670E-1	-1.159124970E-1	-3.746874928E-1	-6.132499874E-2	3.969725176E-1
7.112786170E-1	-1.061500013E-1	-2.561624944E-1	-6.737499684E-2	2.853531786E-1
7.134263070E-1	-9.996250272E-2	-1.120624989E-1	-6.984999776E-2	1.656186215E-1
7.155718480E-1	-8.415000141E-2	4.427500069E-2	-6.984999776E-2	1.179852559E-1
7.177193070E-1	-6.819999963E-2	2.067999989E-1	-7.232499868E-2	2.294523587E-1
7.198647710E-1	-5.115000159E-2	3.766124845E-1	-7.727500051E-2	3.878462476E-1
7.220122110E-1	-3.396249935E-2	5.416125059E-1	-8.208750188E-2	5.488496296E-1
7.241577520E-1	-2.419999987E-2	6.589000225E-1	-8.827500045E-2	6.652272960E-1
7.263053650E-1	-1.567500085E-2	6.821374893E-1	-9.432499856E-2	6.888065515E-1
7.284509060E-1	-1.567500085E-2	5.928999782E-1	-1.016125008E-1	6.017484442E-1
7.305983650E-1	-1.814999990E-2	4.133250117E-1	-1.113749966E-1	4.284523050E-1
7.327438480E-1	-1.938750036E-2	1.872749925E-1	-1.223749965E-1	2.245516372E-1
7.348913070E-1	-2.062499896E-2	-3.135000169E-2	-1.358499974E-1	1.409376989E-1
7.370368480E-1	-2.062499896E-2	-1.890625060E-1	-1.505624950E-1	2.425676950E-1
7.391844610E-1	-1.443750039E-2	-2.611125112E-1	-1.688500047E-1	3.112852534E-1
7.413300020E-1	-5.912499968E-3	-2.623499930E-1	-1.823250055E-1	3.195385487E-1
7.434774460E-1	2.612499986E-3	-2.023999989E-1	-1.993750036E-1	2.841178924E-1
7.456229100E-1	1.484999992E-2	-9.735000134E-2	-2.164250016E-1	2.377757906E-1
7.477703690E-1	2.708750032E-2	1.498750038E-2	-2.360875010E-1	2.381085173E-1
7.499159100E-1	3.437500075E-2	1.139874980E-1	-2.531374991E-1	2.797380629E-1
7.520634900E-1	4.413750023E-2	1.823250055E-1	-2.653749883E-1	3.249837088E-1
7.542090300E-1	4.661250114E-2	2.105125040E-1	-2.701874971E-1	3.456725665E-1
7.563564900E-1	4.784999788E-2	2.055625021E-1	-2.690874934E-1	3.419848589E-1
7.585019540E-1	4.166249931E-2	1.702249944E-1	-2.666125000E-1	3.190525626E-1
7.606494130E-1	3.437500075E-2	1.249874979E-1	-2.628999949E-1	2.931210034E-1
7.627949540E-1	3.189999983E-2	6.998749822E-2	-2.616625130E-1	2.727327091E-1
7.649425810E-1	2.832499892E-2	2.846249938E-2	-2.591874897E-1	2.622795727E-1
7.670881210E-1	2.461249940E-2	-3.299999982E-3	-2.531374991E-1	2.543526264E-1
7.692355810E-1	2.089999989E-2	-1.182499994E-2	-2.433750033E-1	2.445568091E-1
7.713810450E-1	2.213750035E-2	4.124999978E-4	-2.263250053E-1	2.274054685E-1
7.735285040E-1	2.213750035E-2	1.993750036E-2	-2.055625021E-1	2.077101710E-1
7.756740310E-1	2.337500080E-2	4.317500070E-2	-1.810874939E-1	1.876250298E-1
7.778216440E-1	2.461249940E-2	6.022499874E-2	-1.541374922E-1	1.673056846E-1
7.799669540E-1	3.079999983E-2	6.270000339E-2	-1.223749965E-1	1.409097945E-1
7.821146440E-1	3.684999794E-2	6.146249920E-2	-8.703749627E-2	1.127434562E-1
7.842601070E-1	4.166249931E-2	5.293750018E-2	-4.551250115E-2	8.129901927E-2
7.864076200E-1	4.908749834E-2	4.551250115E-2	-1.512499992E-3	6.695713487E-2
7.885531600E-1	5.884999782E-2	4.193750024E-2	4.619999975E-2	8.577013552E-2
7.907007740E-1	6.861250103E-2	4.675000161E-2	9.501250088E-2	1.261769126E-1
7.928463140E-1	7.961250097E-2	5.651250109E-2	1.427250057E-1	1.729226427E-1
7.949937740E-1	9.184999764E-2	6.627500057E-2	1.915374994E-1	2.225205866E-1
7.971392510E-1	1.040875018E-1	7.246249914E-2	2.477750033E-1	2.783477574E-1
7.992867110E-1	1.161874980E-1	6.875000149E-2	3.088249862E-1	3.370444622E-1
8.014322510E-1	1.284250021E-1	5.169999972E-2	3.785375059E-1	4.030589467E-1
8.035798650E-1	1.358499974E-1	2.474999987E-2	4.553999901E-1	4.758749156E-1
8.057254050E-1	1.419000030E-1	-7.012499962E-3	5.396875143E-1	5.580747254E-1
8.078728650E-1	1.491875052E-1	-4.001250118E-2	6.313999891E-1	6.500183522E-1
8.100183280E-1	1.553750038E-1	-6.929999590E-2	7.327374816E-1	7.522287539E-1
8.121657880E-1	1.601874977E-1	-9.487500042E-2	8.439750075E-1	8.642656498E-1
8.143113280E-1	1.626625061E-1	-1.205874979E-1	9.624999762E-1	9.835683198E-1
8.164589420E-1	1.639000028E-1	-1.475374997E-1	1.089550018E0	1.111642824E0
8.186044670E-1	1.626625061E-1	-1.706375033E-1	1.221412539E0	1.243955321E0
8.207519270E-1	1.626625061E-1	-1.803999990E-1	1.361937523E0	1.383429459E0
8.228973900E-1	1.626625061E-1	-1.718750000E-1	1.509750009E0	1.528183626E0
8.250448500E-1	1.614249945E-1	-1.535875052E-1	1.668562531E0	1.683374014E0
8.271903900E-1	1.614249945E-1	-1.230624989E-1	1.836037517E0	1.847223909E0
8.293380000E-1	1.566125005E-1	-9.129999578E-2	2.010662556E0	2.018818238E0
8.314835400E-1	1.504250020E-1	-5.829999968E-2	2.191474915E0	2.197405031E0
8.336310000E-1	1.406625062E-1	-3.382499889E-2	2.382050037E0	2.386439283E0
8.357764630E-1	1.308999956E-1	-1.801249944E-2	2.580049992E0	2.583431288E0
8.379239230E-1	1.174250022E-1	-5.774999969E-3	2.786437511E0	2.788916633E0
8.400694670E-1	1.076624990E-1	1.512499992E-3	2.999012470E0	3.000944734E0
8.422170810E-1	9.666249901E-2	1.141249947E-2	3.217774868E0	3.219246649E0
8.443626210E-1	8.332499862E-2	2.117500082E-2	3.442587376E0	3.443660737E0
8.465100810E-1	7.590000331E-2	3.327500075E-2	3.669737577E0	3.670673225E0
8.486555440E-1	6.861250103E-2	4.922499880E-2	3.895787477E0	3.896702561E0
8.508032350E-1	6.132499874E-2	6.146249920E-2	4.119362354E0	4.120277248E0
8.529485440E-1	5.761250108E-2	7.369999588E-2	4.339224815E0	4.340233045E0
8.550961580E-1	5.513750017E-2	8.222500235E-2	4.555512428E0	4.556588041E0
8.572416980E-1	5.032499880E-2	9.569999576E-2	4.764375210E0	4.765601980E0
8.593891580E-1	4.537500069E-2	1.090374961E-1	4.965950012E0	4.967354184E0
8.615346980E-1	4.166249931E-2	1.164624989E-1	5.158999920E0	5.160482482E0
8.636823120E-1	3.932499886E-2	1.225124970E-1	5.339812279E0	5.341362274E0
8.658276210E-1	3.808749840E-2	1.310375035E-1	5.514575005E0	5.516263134E0
8.679752350E-1	3.684999794E-2	1.457500011E-1	5.679437637E0	5.681427009E0
8.701207750E-1	3.313750029E-2	1.615625024E-1	5.837012291E0	5.839341831E0
8.722682400E-1	2.956249937E-2	1.725624949E-1	5.986062527E0	5.988622240E0
8.744137800E-1	2.832499892E-2	1.812250018E-1	6.126587391E0	6.129332579E0
8.765613930E-1	2.461249940E-2	1.835625023E-1	6.259824753E0	6.262563924E0
8.787067030E-1	2.089999989E-2	1.823250055E-1	6.383162498E0	6.385800083E0
8.808543170E-1	1.979999989E-2	1.750375032E-1	6.499212265E0	6.501599052E0
8.829998470E-1	1.237499993E-2	1.615625024E-1	6.603024960E0	6.605012808E0
8.851473070E-1	1.374999993E-3	1.310375035E-1	6.697212696E0	6.698494653E0
8.872927700E-1	-9.624999948E-3	1.067000031E-1	6.783837318E0	6.784683213E0
8.894402300E-1	-2.062499896E-2	1.029874980E-1	6.858362675E0	6.859166888E0
8.915857700E-1	-3.038750030E-2	1.067000031E-1	6.923124790E0	6.924013659E0
8.937333510E-1	-4.743750021E-2	1.077999994E-1	6.979362488E0	6.980356144E0
8.958786600E-1	-6.462500244E-2	9.803749621E-2	7.024600029E0	7.025581350E0
8.980263510E-1	-8.415000141E-2	7.369999588E-2	7.061174870E0	7.062060850E0
9.001718140E-1	-1.011999995E-1	3.451250121E-2	7.088124752E0	7.088931164E0
9.023192740E-1	-1.207249984E-1	-4.537499975E-3	7.106412411E0	7.107439234E0
9.044647940E-1	-1.402499974E-1	-4.482499883E-2	7.117412567E0	7.118935383E0
9.066124070E-1	-1.599124968E-1	-6.806249917E-2	7.117412567E0	7.119534125E0
9.087579480E-1	-1.794375032E-1	-7.177499682E-2	7.108887672E0	7.111514143E0
9.109054070E-1	-1.989624947E-1	-6.201250106E-2	7.090600014E0	7.093661972E0
9.130508710E-1	-2.136749923E-1	-4.111250117E-2	7.060074806E0	7.063427179E0
9.151983650E-1	-2.331999987E-1	-1.553750038E-2	7.018412590E0	7.022302965E0
9.173439050E-1	-2.502500117E-1	1.374999993E-2	6.968362331E0	6.972867969E0
9.194915950E-1	-2.673000097E-1	3.946249932E-2	6.907312393E0	6.912595105E0
9.216370590E-1	-2.844874859E-1	5.898749828E-2	6.832787514E0	6.838961753E0
9.237845180E-1	-3.015374839E-1	6.751249731E-2	6.748499870E0	6.755570538E0
9.259299920E-1	-3.174875081E-1	7.246249914E-2	6.650737286E0	6.658705248E0
9.280774520E-1	-3.382500112E-1	7.603749633E-2	6.544449806E0	6.553626327E0
9.302229920E-1	-3.577750027E-1	7.603749633E-2	6.423449993E0	6.433855335E0
9.323706820E-1	-3.760625124E-1	7.122500241E-2	6.295162678E0	6.306787546E0
9.345161460E-1	-3.920125067E-1	6.517499685E-2	6.152299881E0	6.165120876E0
9.366636190E-1	-4.078249931E-1	4.922499880E-2	6.002012253E0	6.016053142E0
9.388090830E-1	-4.262500107E-1	4.317500070E-2	5.844437599E0	5.860119794E0
9.409565420E-1	-4.395875037E-1	5.293750018E-2	5.678199768E0	5.695436081E0
9.431020830E-1	-4.665375054E-1	8.470000327E-2	5.507287502E0	5.527661980E0
9.452496960E-1	-4.823499918E-1	1.054624990E-1	5.331287384E0	5.354102075E0
9.473952560E-1	-4.945875108E-1	1.115124971E-1	5.149237633E0	5.174137613E0
9.495427150E-1	-5.031124949E-1	1.017500013E-1	4.954949856E0	4.981465981E0
9.516881790E-1	-5.018749833E-1	9.075000137E-2	4.753375053E0	4.780657743E0
9.538356380E-1	-4.873000085E-1	9.446249902E-2	4.540800095E0	4.567849599E0
9.559811790E-1	-4.615874887E-1	1.054624990E-1	4.318462372E0	4.344341447E0
9.581288550E-1	-4.262500107E-1	1.200374961E-1	4.090075016E0	4.113977602E0
9.602743190E-1	-3.797749877E-1	1.347499937E-1	3.856737375E0	3.877732557E0
9.624217780E-1	-3.297249973E-1	1.310375035E-1	3.617212534E0	3.634572316E0
9.645673190E-1	-2.722499967E-1	1.102750003E-1	3.368062496E0	3.380846878E0
9.667149320E-1	-2.172500044E-1	9.446249902E-2	3.115062475E0	3.124057450E0
9.688602270E-1	-1.537249982E-1	7.603749633E-2	2.859724998E0	2.864863023E0
9.710079170E-1	-9.515000135E-2	6.627500057E-2	2.600812435E0	2.603396094E0
9.731533810E-1	-4.138749838E-2	5.527500063E-2	2.341762543E0	2.342780412E0
9.753008400E-1	1.237499993E-2	3.327500075E-2	2.080374956E0	2.080677852E0
9.774463140E-1	6.008749828E-2	1.141249947E-2	1.818850040E0	1.819878079E0
9.795939270E-1	9.432499856E-2	8.937500417E-3	1.554987550E0	1.557871421E0
9.817392370E-1	1.174250022E-1	1.993750036E-2	1.289887547E0	1.295374857E0
9.838868500E-1	1.296624988E-1	2.969999984E-2	1.019837499E0	1.028476046E0
9.860323910E-1	1.284250021E-1	3.946249932E-2	7.449749708E-1	7.569927194E-1
9.881798500E-1	1.126125008E-1	4.069999978E-2	4.663999975E-1	4.815257241E-1
9.903253240E-1	9.061250091E-2	4.551250115E-2	1.842499971E-1	2.103094732E-1
9.924730140E-1	5.884999782E-2	5.417500064E-2	-1.028499976E-1	1.302934186E-1
9.946183240E-1	1.979999989E-2	5.898749828E-2	-3.936625123E-1	3.985495434E-1
9.967659370E-1	-1.938750036E-2	5.169999972E-2	-6.832374930E-1	6.854649787E-1
9.989114780E-1	-4.991250113E-2	2.598750032E-2	-9.641500115E-1	9.657907914E-1
1.001058994E0	-7.796250284E-2	-8.249999955E-4	-1.253725052E0	1.256147021E0
1.003204458E0	-1.049124971E-1	-1.182499994E-2	-1.548112512E0	1.551708353E0
1.005352148E0	-1.342000067E-1	-1.677500084E-2	-1.853637457E0	1.858564732E0
1.007497458E0	-1.586750001E-1	-1.429999992E-2	-2.171262503E0	2.177099699E0
1.009645071E0	-1.842499971E-1	-9.349999949E-3	-2.502362490E0	2.509153944E0
1.011790607E0	-2.001999915E-1	-1.429999992E-2	-2.846800089E0	2.853866723E0
1.013938066E0	-2.014375031E-1	-2.282499894E-2	-3.213375092E0	3.219763583E0
1.016083530E0	-1.952500045E-1	-4.977500066E-2	-3.589575052E0	3.595225886E0
1.018231220E0	-1.891999990E-1	-8.758749813E-2	-3.971962452E0	3.977430569E0
1.020376760E0	-1.744875014E-1	-1.047749966E-1	-4.371537685E0	4.376273006E0
1.022524201E0	-1.537249982E-1	-8.758749813E-2	-4.788162708E0	4.791430378E0
1.024669665E0	-1.256749928E-1	-6.201250106E-2	-5.230362415E0	5.232239554E0
1.026817124E0	-9.748750180E-2	-4.853750020E-2	-5.699512482E0	5.700552800E0
1.028962665E0	-7.067500055E-2	-5.335000157E-2	-6.201662540E0	6.202294692E0
1.031110278E0	-4.496249929E-2	-4.482499883E-2	-6.740387440E0	6.740686445E0
1.033255833E0	-1.814999990E-2	-2.158750035E-2	-7.313349724E0	7.313404107E0
1.035403293E0	7.562499959E-3	1.251249947E-2	-7.924262524E0	7.924276011E0
1.037548756E0	2.708750032E-2	5.651250109E-2	-8.571749687E0	8.571978774E0
1.039696216E0	4.908749834E-2	1.017500013E-1	-9.254712105E0	9.255401601E0
1.041841756E0	7.590000331E-2	1.225124970E-1	-9.968199730E0	9.969241495E0
1.043989331E0	9.790000319E-2	1.372250021E-1	-1.070726204E1	1.070858887E1
1.046134871E0	1.260875016E-1	1.322750002E-1	-1.147093773E1	1.147239326E1
1.048282331E0	1.443749964E-1	1.127500013E-1	-1.226128769E1	1.226265601E1
1.050427794E0	1.663749963E-1	8.827500045E-2	-1.307858753E1	1.307994361E1
1.052575254E0	1.931875050E-1	6.875000149E-2	-1.392407513E1	1.392558495E1
1.054720813E0	2.091374993E-1	8.346249908E-2	-1.480366230E1	1.480537477E1
1.056868427E0	2.323749959E-1	1.127500013E-1	-1.572367477E1	1.572579598E1
1.059013967E0	2.591874897E-1	1.200374961E-1	-1.668273735E1	1.668518243E1
1.061161427E0	2.897124887E-1	1.042250022E-1	-1.766861153E1	1.767129394E1
1.063306890E0	3.202374876E-1	6.627500057E-2	-1.866315079E1	1.866601569E1
1.065454422E0	3.519999981E-1	-1.058750041E-2	-1.964407539E1	1.964723172E1
1.067599962E0	3.752374947E-1	-9.006249905E-2	-2.058361244E1	2.058722943E1
1.069747576E0	3.972375095E-1	-1.413500011E-1	-2.146814919E1	2.147228928E1
1.071893116E0	4.179999828E-1	-1.463000029E-1	-2.228668785E1	2.229108752E1
1.074040499E0	4.449499846E-1	-1.010624990E-1	-2.300498772E1	2.300951225E1
1.076186039E0	4.497624934E-1	-1.677500084E-2	-2.359390068E1	2.359819309E1
1.078333730E0	4.742375016E-1	1.702249944E-1	-2.409110069E1	2.409636924E1
1.080479039E0	4.912874997E-1	3.718000054E-1	-2.450415039E1	2.451189477E1
1.082626653E0	5.072374940E-1	5.306124687E-1	-2.482906151E1	2.483991012E1
1.084771962E0	5.438125134E-1	6.234250069E-1	-2.505992508E1	2.507357645E1
1.086919552E0	6.061000228E-1	5.794249773E-1	-2.519921303E1	2.521315981E1
1.089065092E0	7.026249766E-1	4.108499885E-1	-2.526644897E1	2.527955544E1
1.091212552E0	7.601000071E-1	1.970375031E-1	-2.528116226E1	2.529335369E1
1.093358092E0	7.698624730E-1	1.512499992E-3	-2.528350067E1	2.529521885E1
1.095505706E0	7.563874722E-1	-1.560624987E-1	-2.528350067E1	2.529529371E1
1.097651020E0	7.430499792E-1	-3.001624942E-1	-2.528226280E1	2.529496063E1
1.099798634E0	7.160999775E-1	-4.089249969E-1	-2.528473663E1	2.529818028E1
1.101944174E0	6.721000075E-1	-4.529249966E-1	-2.528350067E1	2.529648722E1
1.104091634E0	6.220499873E-1	-4.419249892E-1	-2.528116226E1	2.529267501E1
1.106237174E0	5.755749941E-1	-3.979249895E-1	-2.527621269E1	2.528589644E1
1.108384754E0	5.292375088E-1	-3.209249973E-1	-2.527016258E1	2.527774124E1
1.110530063E0	4.962374866E-1	-2.231625021E-1	-2.526149940E1	2.526735850E1
1.112677754E0	4.632374942E-1	-1.352999955E-1	-2.525792503E1	2.526253495E1
1.114823217E0	4.277625084E-1	-6.311249733E-2	-2.524816322E1	2.525186548E1
1.116970677E0	3.947624862E-1	-1.924999990E-2	-2.524197578E1	2.524506981E1
1.119116213E0	3.679499924E-1	-1.306249946E-2	-2.523716164E1	2.523984717E1
1.121263827E0	3.386625051E-1	-3.506249934E-2	-2.523221207E1	2.523450906E1
1.123409136E0	3.079999983E-1	-8.277499676E-2	-2.522739983E1	2.522941572E1
1.125556827E0	2.762374878E-1	-1.413500011E-1	-2.522245026E1	2.522435894E1
1.127702290E0	2.421374917E-1	-2.098249942E-1	-2.521873665E1	2.522077190E1
1.129849711E0	2.066625059E-1	-2.696374953E-1	-2.521392441E1	2.521621300E1
1.131995251E0	1.676124930E-1	-3.038749993E-1	-2.520773697E1	2.521012569E1
1.134142865E0	1.370874941E-1	-3.051125109E-1	-2.520168686E1	2.520390659E1
1.136288174E0	1.016125008E-1	-2.756874859E-1	-2.519563675E1	2.519734986E1
1.138435865E0	6.984999776E-2	-2.243999988E-1	-2.518944931E1	2.519054567E1
1.140581343E0	4.908749834E-2	-1.608749926E-1	-2.518216324E1	2.518272495E1
1.142728803E0	3.437500075E-2	-8.635000139E-2	-2.517597580E1	2.517614735E1
1.144874343E0	2.832499892E-2	-1.677500084E-2	-2.516744995E1	2.516747148E1
1.147021956E0	2.461249940E-2	3.822499886E-2	-2.515892410E1	2.515896518E1
1.149167497E0	2.832499892E-2	7.369999588E-2	-2.515163803E1	2.515176196E1
1.151315000E0	4.166249931E-2	8.098749816E-2	-2.514297485E1	2.514313980E1
1.153460463E0	5.761250108E-2	5.293750018E-2	-2.513211250E1	2.513223429E1
1.155607923E0	7.837499678E-2	1.622499898E-2	-2.512221146E1	2.512233895E1
1.157753463E0	1.016125008E-1	-3.299999982E-3	-2.511121178E1	2.511141758E1
1.159901076E0	1.260875016E-1	-1.058750041E-2	-2.509911156E1	2.509943049E1
1.162046622E0	1.566125005E-1	-8.249999955E-4	-2.508687401E1	2.508736287E1
1.164194081E0	1.931875050E-1	1.374999993E-2	-2.507463646E1	2.507538442E1
1.166339545E0	2.311374992E-1	3.327500075E-2	-2.505992508E1	2.506101308E1
1.168487005E0	2.714250088E-1	4.317500070E-2	-2.504658699E1	2.504809485E1
1.170632545E0	3.129499853E-1	5.046249926E-2	-2.503063774E1	2.503264488E1
1.172780124E0	3.581874967E-1	4.675000161E-2	-2.501592445E1	2.501853233E1
1.174925434E0	3.997125030E-1	2.722499892E-2	-2.500011253E1	2.500332254E1
1.177073124E0	4.302375019E-1	-4.537499975E-3	-2.498663712E1	2.499034132E1
1.179218588E0	4.607625008E-1	-3.024999984E-2	-2.497206306E1	2.497633181E1
1.181366047E0	4.815250039E-1	-5.211250111E-2	-2.495858765E1	2.496328663E1
1.183511574E0	4.937624931E-1	-8.030000329E-2	-2.494758797E1	2.495260297E1
1.185659187E0	4.998124838E-1	-1.145374998E-1	-2.493782425E1	2.494309543E1
1.187804728E0	5.022875071E-1	-1.450625062E-1	-2.492930031E1	2.493478193E1
1.189952187E0	4.998124838E-1	-1.658249944E-1	-2.491939926E1	2.492496279E1
1.192097651E0	4.900499880E-1	-1.743499935E-1	-2.491211319E1	2.491754263E1
1.194245110E0	4.815250039E-1	-1.755875051E-1	-2.490482521E1	2.491009868E1
1.196390651E0	4.692874849E-1	-1.670625061E-1	-2.489863777E1	2.490362029E1
1.198538264E0	4.607625008E-1	-1.560624987E-1	-2.489011192E1	2.489486552E1
1.200683805E0	4.485250115E-1	-1.511124969E-1	-2.488282394E1	2.488732483E1
1.202831264E0	4.351874888E-1	-1.498750001E-1	-2.487553787E1	2.487979572E1
1.204976718E0	4.229499996E-1	-1.523499936E-1	-2.486811256E1	2.487217561E1
1.207124177E0	4.082374871E-1	-1.548250020E-1	-2.485958672E1	2.486342053E1
1.209269718E0	3.959999979E-1	-1.560624987E-1	-2.485353661E1	2.485718112E1
1.211417331E0	3.801875114E-1	-1.658249944E-1	-2.484377480E1	2.484723700E1
1.213562872E0	3.667125106E-1	-1.718750000E-1	-2.483882523E1	2.484212667E1
1.215710345E0	3.496625125E-1	-1.683000028E-1	-2.482906151E1	2.483209383E1
1.217855809E0	3.287625015E-1	-1.523499936E-1	-2.482053757E1	2.482318232E1
1.220003268E0	3.190000057E-1	-1.365374923E-1	-2.481435013E1	2.481677610E1
1.222148809E0	3.079999983E-1	-1.315875053E-1	-2.480706215E1	2.480932308E1
1.224296422E0	2.958999872E-1	-1.388749927E-1	-2.479853821E1	2.480069234E1
1.226441944E0	2.836624980E-1	-1.438249946E-1	-2.479001236E1	2.479205241E1
1.228589403E0	2.689499855E-1	-1.548250020E-1	-2.478382492E1	2.478576774E1
1.230734867E0	2.579500079E-1	-1.645874977E-1	-2.477777481E1	2.477966408E1
1.232882326E0	2.421374917E-1	-1.621125042E-1	-2.476801300E1	2.476972707E1
1.235027867E0	2.299000025E-1	-1.633500010E-1	-2.476182556E1	2.476343155E1
1.237175393E0	2.176624984E-1	-1.511124969E-1	-2.475329971E1	2.475471791E1
1.239320934E0	2.079000026E-1	-1.376374960E-1	-2.474230003E1	2.474355628E1
1.241468393E0	1.981374919E-1	-1.218250021E-1	-2.473501205E1	2.473610562E1
1.243613857E0	1.907124966E-1	-1.047749966E-1	-2.472648811E1	2.472744555E1
1.245761316E0	1.859000027E-1	-9.611249715E-2	-2.471782494E1	2.471871085E1
1.247906843E0	1.798499972E-1	-9.487500042E-2	-2.470929909E1	2.471013575E1
1.250054456E0	1.724250019E-1	-8.635000139E-2	-2.469829941E1	2.469905222E1
1.252199997E0	1.688500047E-1	-7.906249911E-2	-2.468853760E1	2.468924158E1
1.254347456E0	1.688500047E-1	-8.030000329E-2	-2.467630005E1	2.467700838E1
1.256492920E0	1.676124930E-1	-8.277499676E-2	-2.466653824E1	2.466724659E1
1.258640350E0	1.663749963E-1	-8.153750002E-2	-2.465553665E1	2.465623281E1
1.260785891E0	1.663749963E-1	-8.153750002E-2	-2.464453697E1	2.464523345E1
1.262933504E0	1.711875051E-1	-7.782500237E-2	-2.463229942E1	2.463301721E1
1.265079045E0	1.736624986E-1	-6.311249733E-2	-2.462143707E1	2.462213040E1
1.267226504E0	1.773750037E-1	-4.853750020E-2	-2.460796165E1	2.460864878E1
1.269371973E0	1.883749962E-1	-3.629999980E-2	-2.459572411E1	2.459647225E1
1.271519663E0	1.968999952E-1	-1.553750038E-2	-2.458225060E1	2.458304406E1
1.273664973E0	2.201374918E-1	1.141249947E-2	-2.456767464E1	2.456866353E1
1.275812586E0	2.421374917E-1	2.846249938E-2	-2.455296326E1	2.455417369E1
1.277958126E0	2.714250088E-1	4.069999978E-2	-2.453824997E1	2.453978483E1
1.280105619E0	3.044250011E-1	4.317500070E-2	-2.452367401E1	2.452560143E1
1.282251083E0	3.397625089E-1	3.698749840E-2	-2.450896263E1	2.451134545E1
1.284398773E0	3.691875041E-1	1.869999990E-2	-2.449424934E1	2.449703860E1
